title,address,floor,madori,fee /yen,management_fee /yen,deposit /yen,gratuity /yen,menseki /m2
ライオンズマンション九段,東京都千代田区九段南３,2階,1LDK,155000,0,155000,155000,35.72
ＪＲ中央線 御茶ノ水駅 8階建 築8年,東京都千代田区神田猿楽町１,5階,1K,100000,10000,100000,0,20.92
九段フラワーホーム,東京都千代田区九段北４,7階,ワンルーム,72000,10000,72000,72000,21.07
九段フラワーホーム,東京都千代田区九段北４,6階,1K,83000,0,83000,0,20.77
東京メトロ東西線 竹橋駅 4階建 築56年,東京都千代田区神田錦町３,3階,1DK,92000,5000,92000,0,26.5
天兵ビル,東京都千代田区神田須田町１,4階,1SDK,130000,15000,130000,130000,35.85
アマビーレ神田猿楽町,東京都千代田区神田猿楽町２,1階,1K,100000,5000,100000,100000,22.99
東神田ＭＫビル,東京都千代田区東神田１,4階,1DK,100000,0,100000,100000,42.65
東京メトロ有楽町線 麹町駅 8階建 築45年,東京都千代田区平河町１,6階,1K,95000,0,95000,95000,20.67
ビリジアン六番町,東京都千代田区六番町,2階,ワンルーム,105000,0,105000,105000,16.84
九段リハイム,東京都千代田区九段北１,6階,ワンルーム,80000,2000,80000,0,20.81
サクレ九段上,東京都千代田区九段南２,2階,ワンルーム,114000,8000,114000,57000,26.52
サクレ九段上,東京都千代田区九段南２,6階,ワンルーム,117000,8000,117000,117000,26.52
桔梗ライオンズマンション平河町,東京都千代田区平河町１,3階,ワンルーム,78000,0,78000,78000,17.86
明君モナーク九段,東京都千代田区九段北４,3階,ワンルーム,75000,0,75000,75000,18.71
シルキーハイツ九段南2号館,東京都千代田区九段南４,6階,1K,72000,10000,72000,72000,21.83
ＪＲ山手線 神田駅 12階建 築20年,東京都千代田区岩本町３,2階,1K,104000,10000,0,0,24.8
シャーメゾン四番町,東京都千代田区四番町,1階,1K,83000,4000,83000,83000,21.0
東京メトロ半蔵門線 九段下駅 13階建 築6年,東京都千代田区九段南２,9階,1K,118000,8000,118000,59000,26.52
ＪＲ山手線 神田駅 11階建 築45年,東京都千代田区内神田１,11階,ワンルーム,69000,3000,69000,69000,21.28
シルキーハイツ九段南,東京都千代田区九段南４,4階,ワンルーム,98000,0,98000,98000,33.25
シルキーハイツ九段南,東京都千代田区九段南４,4階,ワンルーム,110000,0,110000,110000,33.25
都営新宿線 岩本町駅 地下1地上11階建 築39年,東京都千代田区岩本町２,8階,ワンルーム,90000,8000,90000,0,23.6
つくばエクスプレス 秋葉原駅 12階建 築38年,東京都千代田区神田練塀町,6階,ワンルーム,77000,0,0,0,17.88
クレール麹町,東京都千代田区麹町１,6階,1DK,198000,0,198000,198000,49.51
セントラルレジデンス番町シティタワー,東京都千代田区九段南２,2階,1LDK,188000,12000,188000,188000,48.67
東京メトロ半蔵門線 半蔵門駅 12階建 築24年,東京都千代田区九段南２,2階,1LDK,198000,12000,198000,198000,48.67
ＪＲ山手線 秋葉原駅 13階建 築20年,東京都千代田区岩本町３,7階,ワンルーム,97000,12000,97000,97000,26.21
東京メトロ銀座線 末広町駅 5階建 築53年,東京都千代田区外神田２,5階,ワンルーム,46000,12000,46000,46000,9.72
東京メトロ銀座線 末広町駅 5階建 築53年,東京都千代田区外神田２,5階,ワンルーム,53000,12000,0,0,9.72
ＪＲ山手線 秋葉原駅 6階建 築64年,東京都千代田区神田和泉町,6階,ワンルーム,66000,0,0,0,15.57
番町ハイム,東京都千代田区二番町,1-1階,ワンルーム,80000,10000,80000,80000,14.85
千鳥ヶ淵ハウス,東京都千代田区三番町,3階,ワンルーム,250000,0,500000,250000,42.51
朝日飯田橋マンション,東京都千代田区飯田橋１,10階,ワンルーム,75000,0,75000,75000,16.0
リブ九段,東京都千代田区九段北１,6階,ワンルーム,120000,0,120000,120000,29.41
ライオンズステーションプラザ半蔵門,東京都千代田区麹町１,7階,ワンルーム,99000,0,198000,0,23.63
東京メトロ半蔵門線 半蔵門駅 10階建 築42年,東京都千代田区麹町１,2階,ワンルーム,75000,0,75000,75000,17.34
ＨＡＭＩＬＴＯＮ　ＰＬＡＣＥ,東京都千代田区三番町,4階,ワンルーム,144000,10000,144000,144000,33.5
アルベルゴ御茶ノ水,東京都千代田区神田駿河台２,6階,ワンルーム,60000,5000,60000,60000,14.58
アルベルゴ御茶ノ水,東京都千代田区神田駿河台２,9階,ワンルーム,68000,3000,68000,0,16.0
アルベルゴ御茶ノ水,東京都千代田区神田駿河台２,2階,ワンルーム,73000,0,73000,73000,14.85
アルベルゴ御茶ノ水,東京都千代田区神田駿河台２,3階,ワンルーム,75000,5000,75000,150000,14.85
朝日六番町マンション,東京都千代田区六番町,8階,ワンルーム,100000,0,300000,100000,26.1
東京メトロ東西線 九段下駅 地下1地上11階建 築42年,東京都千代田区飯田橋１,7階,ワンルーム,78000,8000,0,0,17.47
コーポ麹町,東京都千代田区三番町,4階,1DK,145000,0,145000,145000,37.72
東京メトロ半蔵門線 半蔵門駅 地下1地上9階建 築54年,東京都千代田区三番町,4階,1DK,150000,0,150000,150000,37.72
ＪＲ山手線 神田駅 4階建 築45年,東京都千代田区東神田１,3階,ワンルーム,50000,11000,0,0,5.0
